id,parent_id/id,tax_ids/id,code,name,type,user_type/id,reconcile,note
pcg_14,pcg_Classe_1,,14,Provisions réglementées,View,account.data_account_type_view,False,
pcg_142,pcg_14,,142,Provisions réglementées relatives aux immobilisations,View,account.data_account_type_view,False,
pcg_1423,pcg_142,,1423,Provisions reconstitution des gisements miniers et pétroliers,Regular,account.data_account_type_liability,False,
pcg_1424,pcg_142,,1424,Provisions pour investissement (participation des salariés),Regular,account.data_account_type_liability,False,
pcg_143,pcg_14,,143,Provisions réglementées relatives aux stocks,View,account.data_account_type_view,False,
pcg_1431,pcg_143,,1431,Hausse des prix,Regular,account.data_account_type_liability,False,
pcg_1432,pcg_143,,1432,Fluctuation des cours,Regular,account.data_account_type_liability,False,
pcg_144,pcg_14,,144,Provisions réglementées relatives aux autres éléments de l'actif,Regular,account.data_account_type_liability,False,
pcg_145,pcg_14,,145,Amortissements dérogatoires,Regular,account.data_account_type_liability,False,
pcg_146,pcg_14,,146,Provision spéciale de réévaluation,Regular,account.data_account_type_liability,False,
pcg_147,pcg_14,,147,Plus-values réinvesties,Regular,account.data_account_type_liability,False,
pcg_148,pcg_14,,148,Autres provisions réglementées,Regular,account.data_account_type_liability,False,
pcg_15,pcg_Classe_1,,15,Provisions,View,account.data_account_type_view,False,
pcg_151,pcg_15,,151,Provisions pour risques,View,account.data_account_type_view,False,
pcg_1511,pcg_151,,1511,Provisions pour litiges,Regular,account.data_account_type_liability,False,
pcg_1512,pcg_151,,1512,Provisions pour garanties données aux clients,Regular,account.data_account_type_liability,False,
pcg_1513,pcg_151,,1513,Provisions pour pertes sur marchés à terme,Regular,account.data_account_type_liability,False,
pcg_1514,pcg_151,,1514,Provisions pour amendes et pénalités,Regular,account.data_account_type_liability,False,
pcg_1515,pcg_151,,1515,Provisions pour pertes de change,Regular,account.data_account_type_liability,False,
pcg_1516,pcg_151,,1516,Provisions pour pertes sur contrats,Regular,account.data_account_type_liability,False,
pcg_1518,pcg_151,,1518,Autres provisions pour risques,Regular,account.data_account_type_liability,False,
pcg_153,pcg_15,,153,Provisions pour pensions et obligations similaires,Regular,account.data_account_type_liability,False,
pcg_154,pcg_15,,154,Provisions pour restructurations,Regular,account.data_account_type_liability,False,
pcg_155,pcg_15,,155,Provisions pour impôts,Regular,account.data_account_type_liability,False,
pcg_156,pcg_15,,156,Provisions pour renouvellement des immobilisations (entreprises concessionnaires),Regular,account.data_account_type_liability,False,
pcg_157,pcg_15,,157,Provisions pour charges à répartir sur plusieurs exercices,View,account.data_account_type_view,False,
pcg_1572,pcg_157,,1572,Provisions pour gros entretien ou grandes révisions ,Regular,account.data_account_type_liability,False,
pcg_158,pcg_15,,158,Autres provisions pour charges,View,account.data_account_type_view,False,
pcg_1581,pcg_158,,1581,Provisions pour remises en état,Regular,account.data_account_type_liability,False,
pcg_16,pcg_Classe_1,,16,Emprunts et dettes assimilées,View,account.data_account_type_view,False,
pcg_161,pcg_16,,161,Emprunts obligataires convertibles,Regular,account.data_account_type_liability,False,
pcg_163,pcg_16,,163,Autres emprunts obligataires ,Regular,account.data_account_type_liability,False,
pcg_164,pcg_16,,164,Emprunts auprès des établissements de crédit,Regular,account.data_account_type_liability,False,
pcg_165,pcg_16,,165,Dépôts et cautionnements reçus,View,account.data_account_type_view,False,
pcg_1651,pcg_165,,1651,Dépôts,Regular,account.data_account_type_liability,False,
pcg_1655,pcg_165,,1655,Cautionnements,Regular,account.data_account_type_liability,False,
pcg_166,pcg_16,,166,Participation des salariés aux résultats,View,account.data_account_type_view,False,
pcg_1661,pcg_166,,1661,Comptes bloqués,Regular,account.data_account_type_liability,False,
pcg_1662,pcg_166,,1662,Fonds de participation,Regular,account.data_account_type_liability,False,
pcg_167,pcg_16,,167,Emprunts et dettes assortis de conditions particulières,View,account.data_account_type_view,False,
pcg_1671,pcg_167,,1671,Emissions de titres participatifs,Regular,account.data_account_type_liability,False,
pcg_1674,pcg_167,,1674,Avances conditionnées de l'État,Regular,account.data_account_type_liability,False,
pcg_1675,pcg_167,,1675,Emprunts participatifs,Regular,account.data_account_type_liability,False,
pcg_168,pcg_16,,168,Autres emprunts et dettes assimilées,View,account.data_account_type_view,False,
pcg_1681,pcg_168,,1681,Autres emprunts,Regular,account.data_account_type_liability,False,
pcg_1685,pcg_168,,1685,Rentes viagères capitalisées,Regular,account.data_account_type_liability,False,
pcg_1687,pcg_168,,1687,Autres dettes,Regular,account.data_account_type_liability,False,
pcg_1688,pcg_168,,1688,Intérêts courus,View,account.data_account_type_view,False,
pcg_16881,pcg_1688,,16881,Sur emprunts obligataires convertibles ,Regular,account.data_account_type_liability,False,
pcg_16883,pcg_1688,,16883,Sur autres emprunts obligataires,Regular,account.data_account_type_liability,False,
pcg_16884,pcg_1688,,16884,Sur emprunts auprès des établissements de crédit,Regular,account.data_account_type_liability,False,
pcg_16885,pcg_1688,,16885,Sur dépôts et cautionnements reçus,Regular,account.data_account_type_liability,False,
pcg_16886,pcg_1688,,16886,Sur participation des salariés aux résultats,Regular,account.data_account_type_liability,False,
pcg_16887,pcg_1688,,16887,Sur emprunts et dettes assortis de conditions particulières,Regular,account.data_account_type_liability,False,
pcg_16888,pcg_1688,,16888,Sur autres emprunts et dettes assimilées,Regular,account.data_account_type_liability,False,
pcg_169,pcg_16,,169,Primes de remboursement des obligations,Regular,account.data_account_type_liability,False,
pcg_17,pcg_Classe_1,,17,Dettes rattachées à des participations,View,account.data_account_type_view,False,
pcg_171,pcg_17,,171,Dettes rattachées à des participations (groupe),Regular,account.data_account_type_liability,False,
pcg_174,pcg_17,,174,Dettes rattachées à des participations (hors groupe),Regular,account.data_account_type_liability,False,
pcg_178,pcg_17,,178,Dettes rattachées à des sociétés en participation,View,account.data_account_type_view,False,
pcg_1781,pcg_178,,1781,Principal,Regular,account.data_account_type_liability,False,
pcg_1788,pcg_178,,1788,Intérêts courus,Regular,account.data_account_type_liability,False,
pcg_18,pcg_Classe_1,,18,Comptes de liaison des établissements et sociétés en participation,View,account.data_account_type_view,False,
pcg_181,pcg_18,,181,Comptes de liaison des établissements,Regular,account.data_account_type_liability,False,
pcg_186,pcg_18,,186,Biens et prestations de services échangés entre établissements (charges),Regular,account.data_account_type_liability,False,
pcg_187,pcg_18,,187,Biens et prestations de services échangés entre établissements (produits),Regular,account.data_account_type_liability,False,
pcg_188,pcg_18,,188,Comptes de liaison des sociétés en participation,Regular,account.data_account_type_liability,False,
pcg_Classe_2,pcg_Classes_1_a_5,,Classe 2,Comptes d'immobilisations,View,account.data_account_type_view,False,"Immobilisations incorporelles, corporelles, financières et frais d'établissement"
pcg_20,pcg_Classe_2,,20,Immobilisations incorporelles,View,account.data_account_type_view,False,
pcg_201,pcg_20,,201,Frais d'établissement,View,account.data_account_type_view,False,
pcg_2011,pcg_201,,2011,Frais de constitution,Regular,account.data_account_type_asset,False,
pcg_2012,pcg_201,,2012,Frais de premier établissement,View,account.data_account_type_view,False,
pcg_20121,pcg_2012,,20121,Frais de prospection,Regular,account.data_account_type_asset,False,
pcg_20122,pcg_2012,,20122,Frais de publicité,Regular,account.data_account_type_asset,False,
pcg_2013,pcg_201,,2013,"Frais d'augmentation de capital et d'opérations diverses (fusions, scissions, transformations)",Regular,account.data_account_type_asset,False,
pcg_203,pcg_20,,203,Frais de recherche et de développement,Regular,account.data_account_type_asset,False,
pcg_205,pcg_20,,205,"Concessions et droits similaires, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires",Regular,account.data_account_type_asset,False,
pcg_206,pcg_20,,206,Droit au bail,Regular,account.data_account_type_asset,False,
pcg_207,pcg_20,,207,Fonds commercial,Regular,account.data_account_type_asset,False,
pcg_208,pcg_20,,208,Autres immobilisations incorporelles,Regular,account.data_account_type_asset,False,
pcg_21,pcg_Classe_2,,21,Immobilisations corporelles,View,account.data_account_type_view,False,Si valeur unitaire supérieure à 500 Euros HT
pcg_211,pcg_21,,211,Terrains,View,account.data_account_type_view,False,
pcg_2111,pcg_211,,2111,Terrains nus,Regular,account.data_account_type_asset,False,
pcg_2112,pcg_211,,2112,Terrains aménagés,Regular,account.data_account_type_asset,False,
pcg_2113,pcg_211,,2113,Sous-sols et sur-sols,Regular,account.data_account_type_asset,False,
pcg_2114,pcg_211,,2114,Terrains de gisement,View,account.data_account_type_view,False,
pcg_21141,pcg_2114,,21141,Carrières,Regular,account.data_account_type_asset,False,
pcg_2115,pcg_211,,2115,Terrains bâtis,View,account.data_account_type_view,False,
pcg_21151,pcg_2115,,21151,"Ensembles immobiliers industriels (A, B, ...)",Regular,account.data_account_type_asset,False,
pcg_21155,pcg_2115,,21155,"Ensembles immobiliers administratifs et commerciaux (A, B, ...)",Regular,account.data_account_type_asset,False,
pcg_21158,pcg_2115,,21158,Autres ensembles immobiliers,View,account.data_account_type_view,False,
pcg_211581,pcg_21158,,211581,"Affectés aux opérations professionnelles (A, B, ...)",Regular,account.data_account_type_asset,False,
pcg_211588,pcg_21158,,211588,"Affectés aux opérations non professionnelles (A, B, ...)",Regular,account.data_account_type_asset,False,
pcg_2116,pcg_211,,2116,Compte d'ordre sur immobilisations,Regular,account.data_account_type_asset,False,
pcg_212,pcg_21,,212,Agencements et aménagements de terrains (même ventilation que celle du compte 211),Regular,account.data_account_type_asset,False,
pcg_213,pcg_21,,213,Constructions,View,account.data_account_type_view,False,
pcg_2131,pcg_213,,2131,Bâtiments,View,account.data_account_type_view,False,
pcg_21311,pcg_2131,,21311,"Ensembles immobiliers industriels (A, B, ...)",Regular,account.data_account_type_asset,False,
pcg_21315,pcg_2131,,21315,"Ensembles immobiliers administratifs et commerciaux (A, B, ...)",Regular,account.data_account_type_asset,False,
pcg_21318,pcg_2131,,21318,Autres ensembles immobiliers,View,account.data_account_type_view,False,
pcg_213181,pcg_21318,,213181,"Affectés aux opérations professionnelles (A, B, ...)",Regular,account.data_account_type_asset,False,
pcg_213188,pcg_21318,,213188,"Affectés aux opérations non professionnelles (A, B, ...)",Regular,account.data_account_type_asset,False,
pcg_2135,pcg_213,,2135,Installations générales agencements aménagements des constructions (même ventilation que celle du compte 2131),Regular,account.data_account_type_asset,False,
pcg_2138,pcg_213,,2138,Ouvrages d'infrastructure,View,account.data_account_type_view,False,
pcg_21381,pcg_2138,,21381,Voies de terre,Regular,account.data_account_type_asset,False,
pcg_21382,pcg_2138,,21382,Voies de fer,Regular,account.data_account_type_asset,False,
pcg_21383,pcg_2138,,21383,Voies d'eau,Regular,account.data_account_type_asset,False,
pcg_21384,pcg_2138,,21384,Barrages,Regular,account.data_account_type_asset,False,
pcg_21385,pcg_2138,,21385,Pistes d'aérodromes,Regular,account.data_account_type_asset,False,
pcg_214,pcg_21,,214,Constructions sur sol d'autrui (même ventilation que celle du compte 213),Regular,account.data_account_type_asset,False,
pcg_215,pcg_21,,215,Installations techniques matériels et outillages industriels,View,account.data_account_type_view,False,
pcg_2151,pcg_215,,2151,Installations complexes spécialisées,View,account.data_account_type_view,False,
pcg_21511,pcg_2151,,21511,Sur sol propre,Regular,account.data_account_type_asset,False,
pcg_21514,pcg_2151,,21514,Sur sol d'autrui,Regular,account.data_account_type_asset,False,
pcg_2153,pcg_215,,2153,Installations à caractère spécifique,View,account.data_account_type_view,False,
pcg_21531,pcg_2153,,21531,Sur sol propre,Regular,account.data_account_type_asset,False,
pcg_21534,pcg_2153,,21534,Sur sol d'autrui,Regular,account.data_account_type_asset,False,
pcg_2154,pcg_215,,2154,Matériel industriel,Regular,account.data_account_type_asset,False,
pcg_2155,pcg_215,,2155,Outillage industriel,Regular,account.data_account_type_asset,False,
pcg_2157,pcg_215,,2157,Agencements et aménagements du matériel et outillage industriels,Regular,account.data_account_type_asset,False,
pcg_218,pcg_21,,218,Autres immobilisations corporelles,View,account.data_account_type_view,False,
pcg_2181,pcg_218,,2181,Installations générales agencements aménagements divers,Regular,account.data_account_type_asset,False,
pcg_2182,pcg_218,,2182,Matériel de transport,Regular,account.data_account_type_asset,False,
pcg_2183,pcg_218,,2183,Matériel de bureau et matériel informatique ,Regular,account.data_account_type_asset,False,
pcg_2184,pcg_218,,2184,Mobilier,Regular,account.data_account_type_asset,False,
pcg_2185,pcg_218,,2185,Cheptel,Regular,account.data_account_type_asset,False,
pcg_2186,pcg_218,,2186,Emballages récupérables,Regular,account.data_account_type_asset,False,
pcg_22,pcg_Classe_2,,22,Immobilisations mises en concession,View,account.data_account_type_view,False,
pcg_23,pcg_Classe_2,,23,Immobilisations en cours,View,account.data_account_type_view,False,
pcg_231,pcg_23,,231,Immobilisations corporelles en cours,View,account.data_account_type_view,False,
pcg_2312,pcg_231,,2312,Terrains,Regular,account.data_account_type_asset,False,Pas d'amortissement sur les terrains
pcg_2313,pcg_231,,2313,Constructions,Regular,account.data_account_type_asset,False,
pcg_2315,pcg_231,,2315,Installations techniques matériel et outillage industriels,Regular,account.data_account_type_asset,False,
pcg_2318,pcg_231,,2318,Autres immobilisations corporelles,Regular,account.data_account_type_asset,False,
pcg_232,pcg_23,,232,Immobilisations incorporelles en cours ,Regular,account.data_account_type_asset,False,
pcg_237,pcg_23,,237,Avances et acomptes versés sur commandes d'immobilisations incorporelles,Regular,account.data_account_type_asset,False,
pcg_238,pcg_23,,238,Avances et acomptes versés sur commandes d'immobilisations corporelles,View,account.data_account_type_view,False,
pcg_2382,pcg_238,,2382,Terrains,Regular,account.data_account_type_asset,False,
pcg_2383,pcg_238,,2383,Constructions,Regular,account.data_account_type_asset,False,
pcg_2385,pcg_238,,2385,Installations techniques matériel et outillage industriels,Regular,account.data_account_type_asset,False,
pcg_2388,pcg_238,,2388,Autres immobilisations corporelles,Regular,account.data_account_type_asset,False,
pcg_25,pcg_Classe_2,,25,Parts dans des entreprises liées et créances dans des entreprises liées,View,account.data_account_type_view,False,
pcg_26,pcg_Classe_2,,26,Participations et créances rattachées à des participations,View,account.data_account_type_view,False,
pcg_261,pcg_26,,261,Titres de participation,View,account.data_account_type_view,False,Pas d'amortissement sur les titres de participation
pcg_2611,pcg_261,,2611,Actions,Regular,account.data_account_type_asset,False,
pcg_2618,pcg_261,,2618,Autres titres,Regular,account.data_account_type_asset,False,
pcg_262,pcg_26,,262,Titres évalués par équivalence,Regular,account.data_account_type_asset,False,Pas d'amortissement sur les titres évalués par équivalence
pcg_266,pcg_26,,266,Autres formes de participation,Regular,account.data_account_type_asset,False,Pas d'amortissement sur les titres évalués par équivalence
pcg_267,pcg_26,,267,Créances rattachées à des participations,View,account.data_account_type_view,False,
pcg_2671,pcg_267,,2671,Créances rattachées à des participations (groupe),Regular,account.data_account_type_asset,False,
pcg_2674,pcg_267,,2674,Créances rattachées à des participations (hors groupe),Regular,account.data_account_type_asset,False,
pcg_2675,pcg_267,,2675,Versements représentatifs d'apports non capitalisés (appel de fonds),Regular,account.data_account_type_asset,False,
pcg_2676,pcg_267,,2676,Avances consolidables,Regular,account.data_account_type_asset,False,
pcg_2677,pcg_267,,2677,Autres créances rattachées à des participations ,Regular,account.data_account_type_asset,False,
pcg_2678,pcg_267,,2678,Intérêts courus,Regular,account.data_account_type_asset,False,
pcg_268,pcg_26,,268,Créances rattachées à des sociétés en participation,View,account.data_account_type_view,False,
pcg_2681,pcg_268,,2681,Principal,Regular,account.data_account_type_asset,False,
pcg_2688,pcg_268,,2688,Intérêts courus,Regular,account.data_account_type_asset,False,
pcg_269,pcg_26,,269,Versements restant à effectuer sur titres de participation non libérés,Regular,account.data_account_type_asset,False,
pcg_27,pcg_Classe_2,,27,Autres immobilisations financières,View,account.data_account_type_view,False,Pas d'amortissement sur les immobilisations financières
pcg_271,pcg_27,,271,Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété),View,account.data_account_type_view,False,
pcg_2711,pcg_271,,2711,Actions,Regular,account.data_account_type_asset,False,
pcg_2718,pcg_271,,2718,Autres titres,Regular,account.data_account_type_asset,False,
pcg_272,pcg_27,,272,Titres immobilisés (droit de créance),View,account.data_account_type_view,False,
pcg_2721,pcg_272,,2721,Obligations,Regular,account.data_account_type_asset,False,
pcg_2722,pcg_272,,2722,Bons,Regular,account.data_account_type_asset,False,
pcg_273,pcg_27,,273,Titres immobilisés de l'activité de portefeuille (TIAP),Regular,account.data_account_type_asset,False,
pcg_274,pcg_27,,274,Prêts,View,account.data_account_type_view,False,
pcg_2741,pcg_274,,2741,Prêts participatifs,Regular,account.data_account_type_asset,False,
pcg_2742,pcg_274,,2742,Prêts aux associés,Regular,account.data_account_type_asset,False,
pcg_2743,pcg_274,,2743,Prêts au personnel,Regular,account.data_account_type_asset,False,
pcg_2748,pcg_274,,2748,Autres prêts,Regular,account.data_account_type_asset,False,
pcg_275,pcg_27,,275,Dépôts et cautionnements versés,View,account.data_account_type_view,False,
pcg_2751,pcg_275,,2751,Dépôts,Regular,account.data_account_type_asset,False,
pcg_2755,pcg_275,,2755,Cautionnements,Regular,account.data_account_type_asset,False,
pcg_276,pcg_27,,276,Autres créances immobilisées,View,account.data_account_type_view,False,
pcg_2761,pcg_276,,2761,Créances diverses,Regular,account.data_account_type_asset,False,
pcg_2768,pcg_276,,2768,Intérêts courus,View,account.data_account_type_view,False,
pcg_27682,pcg_2768,,27682,Sur titres immobilisés (droits de créance),Regular,account.data_account_type_asset,False,
pcg_27684,pcg_2768,,27684,Sur prêts,Regular,account.data_account_type_asset,False,
pcg_27685,pcg_2768,,27685,Sur dépôts et cautionnements,Regular,account.data_account_type_asset,False,
pcg_27688,pcg_2768,,27688,Sur créances diverses,Regular,account.data_account_type_asset,False,
pcg_277,pcg_27,,277,Actions propres ou parts propres,View,account.data_account_type_view,False,
pcg_2771,pcg_277,,2771,Actions propres ou parts propres,Regular,account.data_account_type_asset,False,
pcg_2772,pcg_277,,2772,Actions propres ou parts propres en voie d'annulation,Regular,account.data_account_type_asset,False,
pcg_279,pcg_27,,279,Versements restant à effectuer sur titres immobilisés non libérés,Regular,account.data_account_type_asset,False,
pcg_28,pcg_Classe_2,,28,Amortissement des immobilisations,View,account.data_account_type_view,False,http://fr.wikipedia.org/wiki/Amortissement_comptable
pcg_280,pcg_28,,280,Amortissements des immobilisations incorporelles,View,account.data_account_type_view,False,
pcg_2801,pcg_280,,2801,Frais d'établissement (même ventilation que celle du compte 201) ,Regular,account.data_account_type_asset,False,
pcg_2803,pcg_280,,2803,Frais de recherche et de développement ,Regular,account.data_account_type_asset,False,
pcg_2805,pcg_280,,2805,"Concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires",Regular,account.data_account_type_asset,False,
pcg_2807,pcg_280,,2807,Fonds commercial,Regular,account.data_account_type_asset,False,
pcg_2808,pcg_280,,2808,Autres immobilisations incorporelles,Regular,account.data_account_type_asset,False,
pcg_281,pcg_28,,281,Amortissements des immobilisations corporelles,View,account.data_account_type_view,False,
pcg_2811,pcg_281,,2811,Terrains de gisement,Regular,account.data_account_type_asset,False,
pcg_2812,pcg_281,,2812,Agencements aménagements de terrains (même ventilation que celle du compte 212),Regular,account.data_account_type_asset,False,
pcg_2813,pcg_281,,2813,Constructions (même ventilation que celle du compte 213),Regular,account.data_account_type_asset,False,
pcg_2814,pcg_281,,2814,Constructions sur sol d'autrui (même ventilation que celle du compte 214),Regular,account.data_account_type_asset,False,
pcg_2815,pcg_281,,2815,Installations matériel et outillage industriels (même ventilation que celle du compte 215),Regular,account.data_account_type_asset,False,
pcg_2818,pcg_281,,2818,Autres immobilisations corporelles (même ventilation que celle du compte 218),Regular,account.data_account_type_asset,False,
pcg_282,pcg_28,,282,Amortissements des immobilisations mises en concession,Regular,account.data_account_type_asset,False,
pcg_29,pcg_Classe_2,,29,Dépréciation des immobilisations,View,account.data_account_type_view,False,
pcg_290,pcg_29,,290,Dépréciations des immobilisations incorporelles,View,account.data_account_type_view,False,
pcg_2905,pcg_290,,2905,"Marques, procédés, droits et valeurs similaires",Regular,account.data_account_type_asset,False,
pcg_2906,pcg_290,,2906,Droit au bail,Regular,account.data_account_type_asset,False,
pcg_2907,pcg_290,,2907,Fonds commercial,Regular,account.data_account_type_asset,False,
pcg_2908,pcg_290,,2908,Autres immobilisations incorporelles,Regular,account.data_account_type_asset,False,
pcg_291,pcg_29,,291,Dépréciations des immobilisations corporelles (même ventilation que celle du compte 21),View,account.data_account_type_view,False,
pcg_2911,pcg_291,,2911,Terrains (autres que terrains de gisement),Regular,account.data_account_type_asset,False,
pcg_292,pcg_29,,292,Dépréciations des immobilisations mises en concession,Regular,account.data_account_type_asset,False,
pcg_293,pcg_29,,293,Dépréciations des immobilisations en cours,View,account.data_account_type_view,False,
pcg_2931,pcg_293,,2931,Immobilisations corporelles en cours,Regular,account.data_account_type_asset,False,
pcg_2932,pcg_293,,2932,Immobilisations incorporelles en cours,Regular,account.data_account_type_asset,False,
pcg_296,pcg_29,,296,Provisions pour dépréciation des participations et créances rattachées à des participations,View,account.data_account_type_view,False,
pcg_2961,pcg_296,,2961,Titres de participation,Regular,account.data_account_type_asset,False,
pcg_2966,pcg_296,,2966,Autres formes de participation,Regular,account.data_account_type_asset,False,
pcg_2967,pcg_296,,2967,Créances rattachées à des participations (même ventilation que celle du compte 267),Regular,account.data_account_type_asset,False,
pcg_2968,pcg_296,,2968,Créances rattachées à des sociétés en participation (même ventilation que celle du compte 268),Regular,account.data_account_type_asset,False,
